Fixer	Generator	Tagger	Clerk	Archiver	Advisor 	Connector	Protector	Notifier 	botname
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	BG19bot
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	BHGbot
0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	BJBot
1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	BLPWatchBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BOT-Superzerocool
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BOTarate
0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	BOTijo
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	BSqure
1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	BU RoBOT
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Babylon5~enwiki
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BacDiveBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	BackfireBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BackfireBotII
1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	BadCitationBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BaldBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BannerBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	BarkBot
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	BatreeqbotPro
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	BattyBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BazookaBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bean49Bot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Beastie Bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	BegbertsBot
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	Bellezzasolo Bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BendelacBOT
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bender the Bot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	BenjBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	BenoniBot~enwiki
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BenzolBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BepBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	BernsteinBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bersibot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BetBot~enwiki
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BezkingBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BezkingBot-Link
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bibcode Bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bikabot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	BlackDart
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	BlackDemon2
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BlackpoolFCBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	BlevintronBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Blood Oath Bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BlueRobot~enwiki
1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	Bluebot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	BoBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bobergerbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bocianski.bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BodhisattvaBot
0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BogBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BokimBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	BolatbekBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bolling26
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bonabot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bookbot
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	BorgardeBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BoricuaBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bot FH
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Bot for Justice
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bot van der Hoorn
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bot-Schafter
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Bot-chan-II
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Bot-chan~enwiki
1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bot0612
1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	Bot1058
1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	Bot11598
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bot24
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bot523
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BotChristophe
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BotCompuGeek
0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BotKung
1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	BotMultichill
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BotMultichillT
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BotPuppet
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BotSottile
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Botalex
1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	BotanyBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BotdeSki
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Boten Anna
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Botlaf
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Botodo
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Botones
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Botpankonin
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Botrie
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Botryoidal
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Botx
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Botz~enwiki
1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	BoxCrawler
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	BracketBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	BraincricketBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BrainistBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	BrandonBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Broadbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BrokenAnchorBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	BrownBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	BryanBot
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	BsherrAWBBOT
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BumlaBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Byrialbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	BücherBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	CAT:TEMP deletion bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CJBot
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	CLT20RecordsUpdateBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CMoonBot
1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	COBot
0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	COIBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CSBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CSDCheckBot
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	CSDWarnBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CX42 Bot
0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	CactusBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CalakBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CanaryBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	CanisRufus
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CapitalBot
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	CarnivorousBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CarsracBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CataBotTsirel
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Caypartisbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CbmBOT
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CekPotBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Cellistbot
1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	CensusBot
1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	Cerabot~enwiki
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Cewbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	ChandlerMapBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Chartbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	ChayitaBOT
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	CheMoBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Cheers!-bot
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Chem-awb
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	ChenzwBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Cherybot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	ChessBOT
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Chlewbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Chobot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	ChoreBot
1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	Chris G Bot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Chris G Bot 2
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Chris G Bot 3
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Chrisbot
0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	ChuispastonBot
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	ChzzBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ChzzBot II
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CinemaBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Citation bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Citation bot 1
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Citation bot 2
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Citation bot 3
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Citation bot 4
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Citation bot test
1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	CitationCleanerBot
1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	CitationTool
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	CleanBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CleanupListingBot
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	CleanupWorklistBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	ClickBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CloudNineBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	ClueBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	ClueBot Commons
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ClueBot II
1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	ClueBot III
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ClueBot IV
1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	ClueBot NG
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ClueBot V
0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	ClueBot VI
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	CmdrObot
1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	CobraBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CocuBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CohesionBot
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	CollabRCBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colourful Bot
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Comics-awb
0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Commander Keane bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Commonb0t
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Commons fair use upload bot (usurped)
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CommonsDelinquent
0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	CommonsNotificationBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Computermacgyverbot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	ConnectiBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	ContentCreationBOT
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	ContinuityBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	CopyToWiktionaryBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CorenANIBot
