Fixer	Generator	Tagger	Clerk	Archiver	Advisor 	Connector	Protector	Notifier 	botname
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	CorenSearchBot
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	Coreva-Bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	CounterVandalismBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CountryBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Courcelles Bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CrazynasBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	CricketBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CrimsonBot
1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	Cronbot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Crypticbot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CultureBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Curpsbot-unicodify
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CwraschkeDataBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cwt96bot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	Cyberbot
1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	Cyberbot I
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cyberbot II
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	Cyberbot III
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Cyberbot Trial Bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	CyroBot~enwiki
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	D'ohBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D6
1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	DASHBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	DASHBotAV
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DEagleBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DFBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DHN-bot~enwiki
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DOI bot
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	DPL bot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	DRN clerk bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DSisyphBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DYKBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	DYKHousekeepingBot
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	DYKReviewBot
1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	DYKUpdateBot
0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	DYKadminBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DalcherBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DallasBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DanKoehlBot
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	DanhashBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DanielBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Danilo.bot
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	DannyS712 bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Danroks bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Danumber1bot
1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	DarafshBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	DarioBot~enwiki
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Dark Shikari Bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Darkicebot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Darkicebot II
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DarknessBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Dasschaefchenbot
1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	DatBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	DatabaseBot
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	DataflowBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DavidLeighEllisBot
1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	DavidWSBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Dcirovicbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DcoetzeeBot~enwiki
0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	DeadBot
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	DeadLinkBOT
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Dedebot
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	DefaultsortBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DefconBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	DeleteAsstBot
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	DeliveryBot
1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	DeltaQuadBot
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	Demibot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DemocraticsBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Denbot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DeprecatedFixerBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Descriptioncreator
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Detroiterbot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Dexbot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Dibot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DieBucheBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Diego Grez Bot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	DigitalmeBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Diligent Terrier Bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Dinamik-bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DinoBot
1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	DinoBot2
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DinoSizedBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DinojermBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Dinybot
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	DipankanBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DirlBot
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	DividingBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DixonDBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DiyarBot
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	DodoBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DomBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Doombot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DorganBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DottyQuoteBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DownloadBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DoyleyBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Dpkbot
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	DpmukBOT
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DrFO.Tn.Bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DrTrigonBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DragonBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DraiconeBot
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	DreamBot
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Dreamy Jazz Bot
1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	DrilBot
0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Drinibot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DschwenBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	DumZiBoT
1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	DumbBOT
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DustaBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	DusterBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	DustyBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DvyBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DyceBot
1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	EBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	EBot II
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	EBot III
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	EBot IV
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	ENewsBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	ESBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	EagleAstroidBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	EaglesBot
1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	EarwigBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EarwigBot I
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EarwigBot III
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	EastEnders Bot
1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	EberBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	EchoBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	EdBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Edbot~enwiki
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	EddieBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EdinBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Edmundobot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	EdoBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	EdwardsBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eflybot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Egmontbot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EgressBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Einsteinbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Eivindbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	EjsBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	El bot de la dieta
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	ElMeBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	EleferenBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Elissonbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	ElphiBot
0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	EmailBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	EmausBot
1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	Emijrpbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	EmxBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EnDecoderBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Englishbot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	EnigmaBot
1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	EnterpriseyBot
1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	EnzaiBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	EnzetBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	EpopBot
1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	EranBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ErfgoedBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Erik E VestBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Erik9bot
1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	Erwin85Bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Escarbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Eskimbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Eskimospy Bot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	EsquivalienceBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EssjayBot
1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	EssjayBot II
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EssjayBot III
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	EssjayBot IV
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Estirabot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ethen12bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ethen12bot 2
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Etherbot
1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Eubot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EuseBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ExodusBot
1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	ExpertCommentBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ExpertIdeasBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Eybot~enwiki
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	FA RotBot
1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	FA Template Protection Bot
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	FACBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	FANSTARbot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	FPBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	FRadical Bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	FSBot I
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	FWTestBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	FacebookBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	FahBot
1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	FairuseBot
1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	Fajrbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	FaleBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	FariBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	FastilyBot
1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	Fbot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	FearBot
1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	FeedBot
1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Femto Bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fetofsbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Fetofsbot2
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Fettgesicht
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Ficbot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	File Upload Bot (Kaldari)
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	FileBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Filedelinkerbot
1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	FiriBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	FischBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	FixyBot
0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	FlBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	FlaBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	FlagBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	FloggerBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	FlutefluteBot
1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	Fluxbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Fobox
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	FolksourceBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	FoxBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	FraBOT
1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	FrescoBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Fritzbot
1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	FritzpollBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	FroggyBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Full-date unlinking bot
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Fz29bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	G-Bot~enwiki
1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	GA bot
1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	GBenemyBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GCIBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GIBBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GPHbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	GZ-Bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gabriel-Bot
1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	Gabrielchihonglee-Bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GaemariBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Galobot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	GameSpot-Eng-Bot
1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ganeshbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	GargoyleBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Gdrbot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Genderlessbot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	GeniusBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	GeorgeMoneyBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	GeorgeMoneyBot-status
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Gerakibot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	GhalyBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GiftBot
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Giggabot
1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	GimmeBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Ginosbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	GnawnBot
1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	Gnome (Bot)
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Goalkeeperbot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GoatBot
0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	Good Article Patrol Bot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	GracenotesBot
1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Grafikbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Grammarbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	GrashoofdBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GrassnBreadBot~enwiki
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	GreenC bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Grim Reaper Bot
0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	GrinBot~enwiki
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	GrooveBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	GrouchoBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Guanabot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Guanabot2
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Guardian Robot 3568NG
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Guoguo12Bot
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	GurchBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	H.b.shbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	H2Bot
1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	H3llBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	H92Bot
1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	HBC AIV helperbot
0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	HBC AIV helperbot 8
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HBC AIV helperbot11
1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	HBC AIV helperbot12
1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	HBC AIV helperbot2
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	HBC AIV helperbot3
1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	HBC AIV helperbot4
0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	HBC AIV helperbot5
1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	HBC AIV helperbot7
0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	HBC AIV helperbot9
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	HBC Archive Indexerbot
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	HBC NameWatcherBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	HBC RenameClerkBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	HBC archive builderbot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	HMBot~enwiki
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	HRoestBot
0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	HagermanBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	HairBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Halibott
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HappyBot
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Harej bot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	HarrivBOT
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	HasharBot~enwiki
0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	HasteurBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	HawkEyeBot
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Hazard-Bot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Heikobot
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Helpful Pixie Bot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Helsabot
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	HerculeBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	HersfoldArbClerkBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	HersfoldBot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	HersfoldCiteBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HhhipBot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HiTeCBot
1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	HiW-Bot
1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	Hintssbot
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hmainsbot1
0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	Hockeybot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Homobot
0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	HostBot
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	HotArticlesBot
1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	HtonlBot
